local_authority,lea,name,party,status,source
Fingal,Rush – Lusk,Eoghan Dockrell,Fine Gael,sitting,Fingal County Council
Fingal,Rush – Lusk,Paul Mulville,Social Democrats,sitting,Fingal County Council
Fingal,Swords,Darragh Butler,Fianna Fáil,sitting,Fingal County Council
Fingal,Swords,Luke Corkery,Fine Gael,sitting,Fingal County Council
Fingal,Swords,Joe Newman,Independent,sitting,Fingal County Council
Fingal,Swords,James Humphreys,Labour,sitting,Fingal County Council
Fingal,,Marian Buckley,Sinn Féin,sitting,Fingal County Council
Fingal,,Ruth Coppinger,PBP–Solidarity,sitting,Fingal County Council
Fingal,,Robert O'Donoghue,Labour,sitting,Fingal County Council
Fingal,,Ann Graves,Sinn Féin,sitting,Fingal County Council
Fingal,,Kevin Humphreys,Labour,sitting,Fingal County Council
Fingal,,Darren Jack Kelly,Independent,sitting,Fingal County Council
Fingal,,Dean Mulligan,Independent,sitting,Fingal County Council
Galway City,Galway City Central,Mike Cubbard,Independent,sitting,Galway City Council
Galway City,Galway City Central,Eddie Hoare,Fine Gael,sitting,Galway City Council
Galway City,Galway City Central,Frank Fahy,Fine Gael,sitting,Galway City Council
Galway City,Galway City Central,Josie Forde,Fianna Fáil,sitting,Galway City Council
Galway City,Galway City Central,John McDonagh,Labour,sitting,Galway City Council
Galway City,,Galway City Central,Social Democrats,sitting,Galway City Council
Galway City,Galway City East,Alan Cheevers,Fianna Fáil,sitting,Galway City Council
Galway City,Galway City East,Declan McDonnell,Independent,sitting,Galway City Council
Galway City,Galway City East,Terry O'Flaherty,Independent,sitting,Galway City Council
Galway City,Galway City East,Shane Forde,Fine Gael,sitting,Galway City Council
Galway City,Galway City East,Aisling Burke,Sinn Féin,sitting,Galway City Council
Galway City,Galway City East,Helen Ogbu,Labour,sitting,Galway City Council
Galway City,Galway City West,Donal Lyons,Independent,sitting,Galway City Council
Galway City,Galway City West,Clodagh Higgins,Fine Gael,sitting,Galway City Council
Galway City,Galway City West,Alan Curran,Social Democrats,sitting,Galway City Council
Galway City,,Galway City West,Fianna Fáil,sitting,Galway City Council
Galway City,Galway City West,Peter Keane,Fianna Fáil,sitting,Galway City Council
Galway City,Galway City West,Níall McNelis,Labour,sitting,Galway City Council
Galway City,,John Connolly,Fianna Fáil,sitting,Galway City Council
Galway County,Athenry – Oranmore,Tomás Grealish,Independent,sitting,Galway County Council
Galway County,Athenry – Oranmore,David Collins,Fine Gael,sitting,Galway County Council
Galway County,Athenry – Oranmore,Peter Feeney,Fine Gael,sitting,Galway County Council
Galway County,Athenry – Oranmore,Cillian Keane,Fianna Fáil,sitting,Galway County Council
Galway County,Ballinasloe,Michael Connolly,Fianna Fáil,sitting,Galway County Council
Galway County,Ballinasloe,Declan Geraghty,Independent Ireland,sitting,Galway County Council
Galway County,Ballinasloe,Alan Harney,Fine Gael,sitting,Galway County Council
Galway County,Ballinasloe,Evelyn Parsons,Independent,sitting,Galway County Council
Galway County,Ballinasloe,Dermot Connolly,Sinn Féin,sitting,Galway County Council
Galway County,Ballinasloe,Peter Keaveney,Fine Gael,sitting,Galway County Council
Galway County,Conamara North,Thomas Welby,Independent,sitting,Galway County Council
Galway County,Conamara North,Séamus Walsh,Independent Ireland,sitting,Galway County Council
Galway County,Conamara North,Gerry King,Fianna Fáil,sitting,Galway County Council
Galway County,Conamara North,Eileen Mannion,Fine Gael,sitting,Galway County Council
Galway County,Conamara South,Noel Thomas,Independent Ireland,sitting,Galway County Council
Galway County,,Conamara South,Fine Gael,sitting,Galway County Council
Galway County,Conamara South,Michael Leainde,Independent Ireland,sitting,Galway County Council
Galway County,Conamara South,Máirtín Lee,Fianna Fáil,sitting,Galway County Council
Galway County,Gort–Kinvara,Geraldine Donohue,Independent,sitting,Galway County Council
Galway County,Gort–Kinvara,Martina Kinane,Fianna Fáil,sitting,Galway County Council
Galway County,Gort–Kinvara,Paul Killilea,Fine Gael,sitting,Galway County Council
Galway County,Gort–Kinvara,Gerry Finnerty,Fianna Fáil,sitting,Galway County Council
Galway County,Loughrea,Declan Kelly,Independent Ireland,sitting,Galway County Council
Galway County,Loughrea,Jimmy McClearn,Fine Gael,sitting,Galway County Council
Galway County,Loughrea,Michael 'Moegie' Maher,Fine Gael,sitting,Galway County Council
Galway County,Loughrea,Ivan Canning,Fianna Fáil,sitting,Galway County Council
Galway County,Tuam,Andrew Reddington,Fine Gael,sitting,Galway County Council
Galway County,Tuam,Mary Hoade,Fianna Fáil,sitting,Galway County Council
Galway County,Tuam,Shaun Cunniffe,Independent Ireland,sitting,Galway County Council
Galway County,Tuam,Donagh Mark Killilea,Fianna Fáil,sitting,Galway County Council
Galway County,Tuam,Karey McHugh Farag,Independent,sitting,Galway County Council
Galway County,Tuam,Ollie Turner,Fine Gael,sitting,Galway County Council
Galway County,,Louis O'Hara,Sinn Féin,sitting,Galway County Council
Galway County,,Albert Dolan,Fianna Fáil,sitting,Galway County Council
Galway County,,Peter Roche,Fine Gael,sitting,Galway County Council
Galway County,,Shane Curley,Fianna Fáil,sitting,Galway County Council
Galway County,,P. J. Murphy,Fine Gael,sitting,Galway County Council
Galway County,,James Charity,Independent,sitting,Galway County Council
Galway County,,Martin McNamara,Sinn Féin,sitting,Galway County Council
Kerry,Castleisland,Jackie Healy-Rae,Independent,sitting,Kerry County Council
Kerry,Castleisland,Charlie Farrelly,Independent,sitting,Kerry County Council
Kerry,Castleisland,Fionnán Fitzgerald,Fianna Fáil,sitting,Kerry County Council
Kerry,Castleisland,Bobby O'Connell,Fine Gael,sitting,Kerry County Council
Kerry,An Daingean,Tommy Griffin,Fine Gael,sitting,Kerry County Council
Kerry,An Daingean,Robert Brosnan,Sinn Féin,sitting,Kerry County Council
Kerry,An Daingean,Breandán Fitzgerald,Fianna Fáil,sitting,Kerry County Council
Kerry,Kenmare,Johnny Healy-Rae,Independent,sitting,Kerry County Council
Kerry,Kenmare,Norma Moriarty,Fianna Fáil,sitting,Kerry County Council
Kerry,Kenmare,Teddy O'Sullivan Casey,Fine Gael,sitting,Kerry County Council
Kerry,Kenmare,Podge Foley,Independent,sitting,Kerry County Council
Kerry,Kenmare,Dan McCarthy,Independent,sitting,Kerry County Council
Kerry,Killarney,Maura Healy-Rae,Independent,sitting,Kerry County Council
Kerry,Killarney,Martin Grady,Independent,sitting,Kerry County Council
Kerry,Killarney,Brendan Cronin,Independent,sitting,Kerry County Council
Kerry,Killarney,Niall Kelleher,Fianna Fáil,sitting,Kerry County Council
Kerry,Killarney,Niall O'Callaghan,Independent,sitting,Kerry County Council
Kerry,Killarney,Marie Moloney,Labour,sitting,Kerry County Council
Kerry,Listowel,Liam Nolan,Independent,sitting,Kerry County Council
Kerry,Listowel,Michael Foley,Fine Gael,sitting,Kerry County Council
Kerry,Listowel,Michael Leane,Fianna Fáil,sitting,Kerry County Council
Kerry,Listowel,Tom Barry,Sinn Féin,sitting,Kerry County Council
Kerry,Listowel,Jimmy Moloney,Fianna Fáil,sitting,Kerry County Council
Kerry,Tralee,Mikey Sheehy,Fianna Fáil,sitting,Kerry County Council
Kerry,Tralee,Terry O'Brien,Labour,sitting,Kerry County Council
Kerry,Tralee,Deirdre Ferris,Sinn Féin,sitting,Kerry County Council
Kerry,Tralee,Sam Locke,Independent,sitting,Kerry County Council
Kerry,Tralee,Paul Daly,Sinn Féin,sitting,Kerry County Council
Kerry,Tralee,Anne O'Sullivan,Fianna Fáil,sitting,Kerry County Council
Kerry,Tralee,Angie Baily,Fine Gael,sitting,Kerry County Council
Kerry,,Michael Cahill,Fianna Fáil,sitting,Kerry County Council
Kerry,,Mike Kennelly,Fine Gael,sitting,Kerry County Council
Kildare,Athy,Aoife Breslin,Labour,sitting,Kildare County Council
Kildare,Athy,Ivan Keatley,Fine Gael,sitting,Kildare County Council
Kildare,Athy,Brian Dooley,Fianna Fáil,sitting,Kildare County Council
Kildare,Athy,Veralouise Behan,Fianna Fáil,sitting,Kildare County Council
Kildare,Athy,Mark Leigh,Labour,sitting,Kildare County Council
Kildare,Celbridge,David Trost,Fianna Fáil,sitting,Kildare County Council
Kildare,Celbridge,Claire O'Rourke,Social Democrats,sitting,Kildare County Council
Kildare,Celbridge,Rupert Heather,Labour,sitting,Kildare County Council
Kildare,Clane,Brendan Wyse,Fine Gael,sitting,Kildare County Council
Kildare,Clane,Pádraig McEvoy,Independent,sitting,Kildare County Council
Kildare,Clane,William Durkan,Fine Gael,sitting,Kildare County Council
Kildare,Clane,Daragh Fitzpatrick,Fianna Fáil,sitting,Kildare County Council
Kildare,Kildare,Suzanne Doyle,Fianna Fáil,sitting,Kildare County Council
Kildare,Kildare,Kevin Duffy,Fine Gael,sitting,Kildare County Council
Kildare,Kildare,Brian O'Loughlin,Fianna Fáil,sitting,Kildare County Council
Kildare,Leixlip,Nuala Killeen,Social Democrats,sitting,Kildare County Council
Kildare,Leixlip,Bernard Caldwell,Fianna Fáil,sitting,Kildare County Council
Kildare,Maynooth,Tim Durkan,Fine Gael,sitting,Kildare County Council
Kildare,Maynooth,Angela Feeney,Labour,sitting,Kildare County Council
Kildare,Maynooth,Peter Melrose,Social Democrats,sitting,Kildare County Council
Kildare,Maynooth,Paul Ward,Fianna Fáil,sitting,Kildare County Council
Kildare,Naas,Fintan Brett,Fine Gael,sitting,Kildare County Council
Kildare,Naas,Evie Sammon,Fine Gael,sitting,Kildare County Council
Kildare,Naas,Seamie Moore,Independent,sitting,Kildare County Council
Kildare,Naas,Anne Breen,Labour,sitting,Kildare County Council
Kildare,Naas,Carmel Kelly,Fianna Fáil,sitting,Kildare County Council
Kildare,Naas,Ger Dunne,Independent Ireland,sitting,Kildare County Council
Kildare,Newbridge,Tracey O'Dwyer,Fine Gael,sitting,Kildare County Council
Kildare,Newbridge,Peggy O'Dwyer,Fine Gael,sitting,Kildare County Council
Kildare,Newbridge,Chris Pender,Social Democrats,sitting,Kildare County Council
Kildare,Newbridge,Noel Heavey,Fianna Fáil,sitting,Kildare County Council
Kildare,Newbridge,Robert Power,Fianna Fáil,sitting,Kildare County Council
Kildare,Newbridge,Tom McDonnell,Independent,sitting,Kildare County Council
Kildare,,Aidan Farrelly,Social Democrats,sitting,Kildare County Council
Kildare,,Joe Neville,Fine Gael,sitting,Kildare County Council
Kildare,,Shónagh Ní Raghallaigh,Sinn Féin,sitting,Kildare County Council
Kildare,,Naoise Ó Cearúil,Fianna Fáil,sitting,Kildare County Council
Kildare,,Lumi Panaite Fahey,Fine Gael,sitting,Kildare County Council
Kildare,,Bill Clear,Social Democrats,sitting,Kildare County Council
Kildare,,Pat Balfe,Social Democrats,sitting,Kildare County Council
Kilkenny,Callan – Thomastown,Joe Sheridan,Fianna Fáil,sitting,Kilkenny County Council
Kilkenny,Callan – Thomastown,Joe Lyons,Fine Gael,sitting,Kilkenny County Council
Kilkenny,Callan – Thomastown,Michael Doyle,Fine Gael,sitting,Kilkenny County Council
Kilkenny,Callan – Thomastown,Deirdre Cullen,Fianna Fáil,sitting,Kilkenny County Council
Kilkenny,Callan – Thomastown,Stephanie Doheny,Sinn Féin,sitting,Kilkenny County Council
Kilkenny,Castlecomer,Pat Fitzpatrick,Fianna Fáil,sitting,Kilkenny County Council
Kilkenny,Castlecomer,Mary Hilda Cavanagh,Fine Gael,sitting,Kilkenny County Council
Kilkenny,Castlecomer,Michael McCarthy,Fianna Fáil,sitting,Kilkenny County Council
Kilkenny,Castlecomer,John Brennan,Fine Gael,sitting,Kilkenny County Council
Kilkenny,Castlecomer,Maurice Shortall,Independent,sitting,Kilkenny County Council
Kilkenny,Castlecomer,Michael Delaney,Fianna Fáil,sitting,Kilkenny County Council
Kilkenny,Kilkenny,Andrew McGuinness,Fianna Fáil,sitting,Kilkenny County Council
Kilkenny,Kilkenny,David Fitzgerald,Fine Gael,sitting,Kilkenny County Council
Kilkenny,Kilkenny,Eugene McGuinness,Independent,sitting,Kilkenny County Council
Kilkenny,Kilkenny,Joe Malone,Fianna Fáil,sitting,Kilkenny County Council
Kilkenny,Kilkenny,John Coonan,Fianna Fáil,sitting,Kilkenny County Council
Kilkenny,Piltown,Patrick Dunphy,Fine Gael,sitting,Kilkenny County Council
Kilkenny,Piltown,Tomás Breathnach,Labour,sitting,Kilkenny County Council
Kilkenny,Piltown,Ger Frisby,Fianna Fáil,sitting,Kilkenny County Council
Kilkenny,Piltown,Fidelis Doherty,Fine Gael,sitting,Kilkenny County Council
Kilkenny,Piltown,Jenny Catt Slattery,Fianna Fáil,sitting,Kilkenny County Council
Laois,Borris-in-Ossory – Mountmellick,Conor Bergin,Fine Gael,sitting,Laois County Council
Laois,Borris-in-Ossory – Mountmellick,James Kelly,Independent,sitting,Laois County Council
Laois,Borris-in-Ossory – Mountmellick,Paddy Bracken,Fianna Fáil,sitting,Laois County Council
Laois,Borris-in-Ossory – Mountmellick,John King,Fine Gael,sitting,Laois County Council
Laois,Borris-in-Ossory – Mountmellick,Ollie Clooney,Independent,sitting,Laois County Council
Laois,Borris-in-Ossory – Mountmellick,Séamus McDonald,Fianna Fáil,sitting,Laois County Council
Laois,Graiguecullen– Portarlington,Paschal McEvoy,Fianna Fáil,sitting,Laois County Council
Laois,Graiguecullen– Portarlington,Ben Brennan,Independent,sitting,Laois County Council
Laois,Graiguecullen– Portarlington,Aisling Moran,Independent,sitting,Laois County Council
Laois,Graiguecullen– Portarlington,Vivienne Phelan,Fine Gael,sitting,Laois County Council
Laois,Portlaoise,Tommy Mulligan,Independent,sitting,Laois County Council
Laois,Portlaoise,John Joe Fennelly,Fianna Fáil,sitting,Laois County Council
Laois,Portlaoise,Catherine Fitzgerald,Fianna Fáil,sitting,Laois County Council
Laois,Portlaoise,Barry Walsh,Fine Gael,sitting,Laois County Council
Laois,Portlaoise,Marie Tuohy,Labour,sitting,Laois County Council
Laois,,William Aird,Fine Gael,sitting,Laois County Council
Laois,,Pádraig Fleming,Fianna Fáil,sitting,Laois County Council
Laois,,Aidan Mullins,Sinn Féin,sitting,Laois County Council
Laois,,Caroline Dwane-Stanley,Sinn Féin,sitting,Laois County Council
Leitrim,Ballinamore,Paddy O'Rourke,Fianna Fáil,sitting,Leitrim County Council
Leitrim,Ballinamore,Enda McGloin,Fine Gael,sitting,Leitrim County Council
Leitrim,Ballinamore,Brendan Barry,Sinn Féin,sitting,Leitrim County Council
Leitrim,Ballinamore,Ita Reynolds Flynn,Fine Gael,sitting,Leitrim County Council
Leitrim,Ballinamore,Gary Prior,Fianna Fáil,sitting,Leitrim County Council
Leitrim,Ballinamore,Róisín Kenny,Sinn Féin,sitting,Leitrim County Council
Leitrim,Carrick-on-Shannon,Enda Stenson,Independent,sitting,Leitrim County Council
Leitrim,Carrick-on-Shannon,Maeve Reynolds,Fine Gael,sitting,Leitrim County Council
Leitrim,Carrick-on-Shannon,Seán McGowan,Fianna Fáil,sitting,Leitrim County Council
Leitrim,Carrick-on-Shannon,Paddy Farrell,Fianna Fáil,sitting,Leitrim County Council
Leitrim,Carrick-on-Shannon,Cormac Flynn,Sinn Féin,sitting,Leitrim County Council
Leitrim,Manorhamilton,James Gilmartin,Independent,sitting,Leitrim County Council
Leitrim,Manorhamilton,Mary Bohan,Fianna Fáil,sitting,Leitrim County Council
Leitrim,Manorhamilton,Felim Gurn,Independent,sitting,Leitrim County Council
Leitrim,Manorhamilton,Pádraig Fallon,Sinn Féin,sitting,Leitrim County Council
Leitrim,Manorhamilton,Justin Warnock,Fianna Fáil,sitting,Leitrim County Council
Leitrim,Manorhamilton,Eddie Mitchell,Independent,sitting,Leitrim County Council
Leitrim,,Des Guckian,Independent,sitting,Leitrim County Council
Limerick,Adare – Rathkeale,Stephen Keary,Fine Gael,sitting,Limerick City and County Council
Limerick,Adare – Rathkeale,Adam Teskey,Fine Gael,sitting,Limerick City and County Council
Limerick,Adare – Rathkeale,Bridie Collins,Fianna Fáil,sitting,Limerick City and County Council
Limerick,Adare – Rathkeale,John O'Donoghue,Independent Ireland,sitting,Limerick City and County Council
Limerick,Adare – Rathkeale,Tommy Hartigan,Independent Ireland,sitting,Limerick City and County Council
Limerick,Adare – Rathkeale,Gerald Ward,Fianna Fáil,sitting,Limerick City and County Council
Limerick,Cappamore – Kilmallock,Brigid Teefy,Independent,sitting,Limerick City and County Council
Limerick,Cappamore – Kilmallock,Martin Ryan,Fianna Fáil,sitting,Limerick City and County Council
Limerick,Cappamore – Kilmallock,Eddie Ryan,Independent,sitting,Limerick City and County Council
Limerick,Cappamore – Kilmallock,Noreen Stokes,Fine Gael,sitting,Limerick City and County Council
Limerick,Cappamore – Kilmallock,Gregory Conway,Fine Gael,sitting,Limerick City and County Council
Limerick,Cappamore – Kilmallock,P. J. Carey,Sinn Féin,sitting,Limerick City and County Council
Limerick,Cappamore – Kilmallock,Tommy O'Sullivan,Fine Gael,sitting,Limerick City and County Council
Limerick,Limerick City East,Catherine Slattery,Fianna Fáil,sitting,Limerick City and County Council
Limerick,Limerick City East,Peter Doyle,Fine Gael,sitting,Limerick City and County Council
Limerick,Limerick City East,Joe Pond,Fianna Fáil,sitting,Limerick City and County Council
Limerick,,Limerick City East,Labour,sitting,Limerick City and County Council
Limerick,Limerick City East,Sarah Kiely,Fine Gael,sitting,Limerick City and County Council
Limerick,Limerick City North,Frankie Daly,Independent,sitting,Limerick City and County Council
Limerick,,Limerick City North,Labour,sitting,Limerick City and County Council
Limerick,Limerick City North,Kieran O'Hanlon,Fianna Fáil,sitting,Limerick City and County Council
Limerick,Limerick City North,Olivia O'Sullivan,Fine Gael,sitting,Limerick City and County Council
Limerick,Limerick City North,Sarah Beasley,Aontú,sitting,Limerick City and County Council
Limerick,Limerick City North,Sharon Benson,Sinn Féin,sitting,Limerick City and County Council
Limerick,Limerick City North,Shane Hickey-O'Mara,Social Democrats,sitting,Limerick City and County Council
Limerick,Limerick City West,Daniel Butler,Fine Gael,sitting,Limerick City and County Council
Limerick,Limerick City West,Dan McSweeney,Fine Gael,sitting,Limerick City and County Council
Limerick,Limerick City West,Joe Leddin,Labour,sitting,Limerick City and County Council
Limerick,Limerick City West,Abul Kalam Azad Talukder,Fianna Fáil,sitting,Limerick City and County Council
Limerick,Limerick City West,Fergus Kilcoyne,Fianna Fáil,sitting,Limerick City and County Council
Limerick,Limerick City West,Maria Donoghue,Independent,sitting,Limerick City and County Council
Limerick,Limerick City West,Elisa O'Donovan,Social Democrats,sitting,Limerick City and County Council
Limerick,Newcastle West,Jerome Scanlan,Independent,sitting,Limerick City and County Council
Limerick,Newcastle West,Liam Galvin,Fine Gael,sitting,Limerick City and County Council
Limerick,Newcastle West,Michael Collins,Fianna Fáil,sitting,Limerick City and County Council
Limerick,Newcastle West,John Sheahan,Fine Gael,sitting,Limerick City and County Council
Limerick,Newcastle West,Tom Ruddle,Fine Gael,sitting,Limerick City and County Council
Limerick,Newcastle West,Francis Foley,Fianna Fáil,sitting,Limerick City and County Council
Limerick,,Conor Sheehan,Labour,sitting,Limerick City and County Council
Longford,Ballymahon,Paul Ross,Fine Gael,sitting,Longford County Council
Longford,Ballymahon,Mick Cahill,Fianna Fáil,sitting,Longford County Council
Longford,Ballymahon,Pat O'Toole,Fianna Fáil,sitting,Longford County Council
Longford,Ballymahon,Mark Casey,Independent,sitting,Longford County Council
Longford,Ballymahon,Sean Mimnagh,Fianna Fáil,sitting,Longford County Council
Longford,Ballymahon,Martin Skelly,Fine Gael,sitting,Longford County Council
Longford,Granard,Garry Murtagh,Fine Gael,sitting,Longford County Council
Longford,Granard,Turlough McGovern,Independent,sitting,Longford County Council
Longford,Granard,Paraic Brady,Fine Gael,sitting,Longford County Council
Longford,Granard,Pádraig McNamara,Fine Gael,sitting,Longford County Council
Longford,Granard,David Cassidy,Fianna Fáil,sitting,Longford County Council
Longford,Longford,Gerry Hagan,Fine Gael,sitting,Longford County Council
Longford,Longford,Martin Monaghan,Fianna Fáil,sitting,Longford County Council
Longford,Longford,Séamus Butler,Fianna Fáil,sitting,Longford County Council
Longford,Longford,Peggy Nolan,Fine Gael,sitting,Longford County Council
Longford,Longford,Niall Gannon,Fine Gael,sitting,Longford County Council
Longford,Longford,Kevin Hussey,Fianna Fáil,sitting,Longford County Council
Longford,Longford,Uruemu Adejinmi,Fianna Fáil,sitting,Longford County Council
Louth,Ardee,Jim Tenanty,Independent,sitting,Louth County Council
Louth,Ardee,Pearse McGeough,Sinn Féin,sitting,Louth County Council
Louth,Ardee,John Sheridan,Fianna Fáil,sitting,Louth County Council
Louth,Ardee,Dolores Minogue,Fine Gael,sitting,Louth County Council
Louth,Ardee,Bernie Conlon,Independent,sitting,Louth County Council
Louth,Drogheda Rural,Michelle Hall,Labour,sitting,Louth County Council
Louth,Drogheda Rural,Anne-Marie Ford,Fine Gael,sitting,Louth County Council
Louth,Drogheda Rural,Declan Power,Independent,sitting,Louth County Council
Louth,Drogheda Rural,Eric Donovan,Sinn Féin,sitting,Louth County Council
Louth,Drogheda Urban,Pio Smith,Labour,sitting,Louth County Council
Louth,,Drogheda Urban,Sinn Féin,sitting,Louth County Council
Louth,Drogheda Urban,Kevin Callan,Independent,sitting,Louth County Council
Louth,Drogheda Urban,James Byrne,Fianna Fáil,sitting,Louth County Council
Louth,Drogheda Urban,Paddy McQuillan,Independent,sitting,Louth County Council
Louth,Drogheda Urban,Ejiro O'Hare Stratton,Fine Gael,sitting,Louth County Council
Louth,Dundalk – Carlingford,Seán Kelly,Fianna Fáil,sitting,Louth County Council
Louth,Dundalk – Carlingford,Antóin Watters,Sinn Féin,sitting,Louth County Council
Louth,Dundalk – Carlingford,Fiona Mhic Conchoille,Sinn Féin,sitting,Louth County Council
Louth,Dundalk – Carlingford,Ciarán Fisher,Independent,sitting,Louth County Council
Louth,Dundalk – Carlingford,John Reilly,Fine Gael,sitting,Louth County Council
Louth,Dundalk – Carlingford,Andrea McKevitt,Fianna Fáil,sitting,Louth County Council
Louth,Dundalk South,Maeve Yore,Independent,sitting,Louth County Council
Louth,Dundalk South,Robert Nash,Fine Gael,sitting,Louth County Council
Louth,Dundalk South,Emma Coffey,Fianna Fáil,sitting,Louth County Council
Louth,Dundalk South,Kevin Meenan,Sinn Féin,sitting,Louth County Council
Louth,Dundalk South,Sionainn McCann,Sinn Féin,sitting,Louth County Council
Louth,Dundalk South,Shane McGuinness,Fianna Fáil,sitting,Louth County Council
Louth,,Paula Butterly,Fine Gael,sitting,Louth County Council
Louth,,Joanna Byrne,Sinn Féin,sitting,Louth County Council
Mayo,Ballina,John O'Hara,Fine Gael,sitting,Mayo County Council
Mayo,Ballina,Annie May Reape,Fianna Fáil,sitting,Mayo County Council
Mayo,Ballina,Michael Loftus,Fianna Fáil,sitting,Mayo County Council
Mayo,Ballina,Joe Faughan,Independent,sitting,Mayo County Council
Mayo,Ballina,Jarlath Munnelly,Fine Gael,sitting,Mayo County Council
Mayo,Belmullet,Paul McNamara,Fianna Fáil,sitting,Mayo County Council
Mayo,Belmullet,Gerry Coyle,Fine Gael,sitting,Mayo County Council
Mayo,Belmullet,Seán Carey,Fianna Fáil,sitting,Mayo County Council
Mayo,Castlebar,Michael Kilcoyne,Independent,sitting,Mayo County Council
Mayo,Castlebar,Ger Deere,Fine Gael,sitting,Mayo County Council
Mayo,Castlebar,Blackie Gavin,Fianna Fáil,sitting,Mayo County Council
Mayo,Castlebar,Al McDonnell,Fianna Fáil,sitting,Mayo County Council
Mayo,Castlebar,Cyril Burke,Fine Gael,sitting,Mayo County Council
Mayo,Castlebar,Donna Sheridan,Fine Gael,sitting,Mayo County Council
Mayo,Castlebar,Harry Barrett,Independent,sitting,Mayo County Council
Mayo,Claremorris,Patsy O'Brien,Independent,sitting,Mayo County Council
Mayo,Claremorris,Richard Finn,Independent,sitting,Mayo County Council
Mayo,Claremorris,Damien Ryan,Fianna Fáil,sitting,Mayo County Council
Mayo,Claremorris,Alma Gallagher,Fine Gael,sitting,Mayo County Council
Mayo,Claremorris,Michael Burke,Fine Gael,sitting,Mayo County Council
Mayo,Swinford,Gerry Murray,Sinn Féin,sitting,Mayo County Council
Mayo,Swinford,Adrian Forkan,Fianna Fáil,sitting,Mayo County Council
Mayo,Swinford,John Caulfield,Fianna Fáil,sitting,Mayo County Council
