local_authority,lea,name,party,status,source
Mayo,Swinford,Neil Cruise,Fine Gael,sitting,Mayo County Council
Mayo,Westport,Chris Maxwell,Independent Ireland,sitting,Mayo County Council
Mayo,Westport,Peter Flynn,Fine Gael,sitting,Mayo County Council
Mayo,Westport,John O'Malley,Independent,sitting,Mayo County Council
Mayo,Westport,Brendan Mulroy,Fianna Fáil,sitting,Mayo County Council
Mayo,,Paul Lawless,Aontú,sitting,Mayo County Council
Mayo,,Mark Duffy,Fine Gael,sitting,Mayo County Council
Meath,Ashbourne,Joe Bonner,Independent,sitting,Meath County Council
Meath,Ashbourne,Amanda Smith,Independent,sitting,Meath County Council
Meath,Ashbourne,Alan Tobin,Fine Gael,sitting,Meath County Council
Meath,Ashbourne,Suzanna Jamal,Fine Gael,sitting,Meath County Council
Meath,Ashbourne,Conor Tormey,Fianna Fáil,sitting,Meath County Council
Meath,Ashbourne,Helen Meyer,Sinn Féin,sitting,Meath County Council
Meath,Kells,Sarah Reilly,Fine Gael,sitting,Meath County Council
Meath,Kells,Eugene Cassidy,Fine Gael,sitting,Meath County Council
Meath,Kells,Sean Drew,Fianna Fáil,sitting,Meath County Council
Meath,Kells,Mike Bray,Fianna Fáil,sitting,Meath County Council
Meath,Kells,Michael Gallagher,Sinn Féin,sitting,Meath County Council
Meath,Kells,David Gilroy,Independent,sitting,Meath County Council
Meath,Kells,Peter Caffrey,Sinn Féin,sitting,Meath County Council
Meath,Laytown – Bettystown,Sharon Tolan,Fine Gael,sitting,Meath County Council
Meath,Laytown – Bettystown,Paddy Meade,Fine Gael,sitting,Meath County Council
Meath,Laytown – Bettystown,Geraldine Keogan,Independent,sitting,Meath County Council
Meath,Laytown – Bettystown,Stephen McKee,Fianna Fáil,sitting,Meath County Council
Meath,Laytown – Bettystown,Wayne Harding,Fianna Fáil,sitting,Meath County Council
Meath,Laytown – Bettystown,Maria White,Sinn Féin,sitting,Meath County Council
Meath,Laytown – Bettystown,Carol Lennon,Independent,sitting,Meath County Council
Meath,Navan,Eddie Fennessy,Sinn Féin,sitting,Meath County Council
Meath,Navan,Emer Tóibín,Aontú,sitting,Meath County Council
Meath,Navan,Francis Deane,Independent,sitting,Meath County Council
Meath,Navan,Pádraig Fitzsimons,Fianna Fáil,sitting,Meath County Council
Meath,Navan,Alan Lawes,Independent,sitting,Meath County Council
Meath,Navan,Yemi Adenuga,Fine Gael,sitting,Meath County Council
Meath,Ratoath,Maria Murphy,Fine Gael,sitting,Meath County Council
Meath,Ratoath,Brian Fitzgerald,Independent,sitting,Meath County Council
Meath,Ratoath,Caroline O'Reilly,Fianna Fáil,sitting,Meath County Council
Meath,Ratoath,Nick Killian,Independent,sitting,Meath County Council
Meath,Ratoath,Gerry O'Connor,Fine Gael,sitting,Meath County Council
Meath,Ratoath,Fionnan Blake,Sinn Féin,sitting,Meath County Council
Meath,Trim,Noel French,Independent,sitting,Meath County Council
Meath,Trim,Joe Fox,Fine Gael,sitting,Meath County Council
Meath,Trim,Dave Boyne,Aontú,sitting,Meath County Council
Meath,Trim,Padraig Coffey,Fianna Fáil,sitting,Meath County Council
Meath,Trim,Ronan Moore,Social Democrats,sitting,Meath County Council
Meath,,Gillian Toole,Independent,sitting,Meath County Council
Meath,,Aisling Dempsey,Fianna Fáil,sitting,Meath County Council
Meath,,Linda Nelson Murray,Fine Gael,sitting,Meath County Council
Monaghan,Ballybay – Clones,Seamus Coyle,Fianna Fáil,sitting,Monaghan County Council
Monaghan,Ballybay – Clones,Richard Truell,Fine Gael,sitting,Monaghan County Council
Monaghan,Ballybay – Clones,Seán Gilliland,Fine Gael,sitting,Monaghan County Council
Monaghan,Ballybay – Clones,Sinéad Flynn,Sinn Féin,sitting,Monaghan County Council
Monaghan,Ballybay – Clones,Pat Treanor,Sinn Féin,sitting,Monaghan County Council
Monaghan,Carrickmacross – Castleblayney,P. J. O'Hanlon,Fianna Fáil,sitting,Monaghan County Council
Monaghan,Carrickmacross – Castleblayney,Aidan Campbell,Fine Gael,sitting,Monaghan County Council
Monaghan,Carrickmacross – Castleblayney,Colm Carthy,Sinn Féin,sitting,Monaghan County Council
Monaghan,Carrickmacross – Castleblayney,Noel Keelan,Sinn Féin,sitting,Monaghan County Council
Monaghan,Carrickmacross – Castleblayney,Peter Conlon,Fine Gael,sitting,Monaghan County Council
Monaghan,Carrickmacross – Castleblayney,Paul Gibbons,Sinn Féin,sitting,Monaghan County Council
Monaghan,Monaghan,Raymond Aughey,Fianna Fáil,sitting,Monaghan County Council
Monaghan,Monaghan,Seamus Treanor,Independent,sitting,Monaghan County Council
Monaghan,Monaghan,Pauric Clerkin,Fine Gael,sitting,Monaghan County Council
Monaghan,Monaghan,Seán Conlon,Sinn Féin,sitting,Monaghan County Council
Monaghan,Monaghan,Bronagh McAree,Sinn Féin,sitting,Monaghan County Council
Monaghan,,David Maxwell,Fine Gael,sitting,Monaghan County Council
Monaghan,,Cathy Bennett,Sinn Féin,sitting,Monaghan County Council
Offaly,Birr,Peter Ormond,Fianna Fáil,sitting,Offaly County Council
Offaly,Birr,John Leahy,Independent,sitting,Offaly County Council
Offaly,Birr,Hugh Egan,Fine Gael,sitting,Offaly County Council
Offaly,Birr,Sean Maher,Sinn Féin,sitting,Offaly County Council
Offaly,Birr,Audrey Hennessy Kennedy,Fianna Fáil,sitting,Offaly County Council
Offaly,Edenderry,Fergus McDonnell,Independent Ireland,sitting,Offaly County Council
Offaly,Edenderry,Claire Murray,Fianna Fáil,sitting,Offaly County Council
Offaly,Edenderry,Liam Quinn,Fine Gael,sitting,Offaly County Council
Offaly,Edenderry,Noel Cribbin,Fine Gael,sitting,Offaly County Council
Offaly,Tullamore,Neil Feighery,Fine Gael,sitting,Offaly County Council
Offaly,Tullamore,Frank Moran,Fianna Fáil,sitting,Offaly County Council
Offaly,Tullamore,Seán O'Brien,Independent,sitting,Offaly County Council
Offaly,Tullamore,Aoife Masterson,Sinn Féin,sitting,Offaly County Council
Offaly,Tullamore,Declan Harvey,Fianna Fáil,sitting,Offaly County Council
Offaly,Tullamore,Ollie Bryant,Fianna Fáil,sitting,Offaly County Council
Offaly,,Tony McCormack,Fianna Fáil,sitting,Offaly County Council
Offaly,,John Clendennen,Fine Gael,sitting,Offaly County Council
Offaly,,Eddie Fitzpatrick,Fianna Fáil,sitting,Offaly County Council
Roscommon,Athlone,Emer Kelly,Independent,sitting,Roscommon County Council
Roscommon,Athlone,Tony Ward,Independent,sitting,Roscommon County Council
Roscommon,Athlone,Laurence Fallon,Independent,sitting,Roscommon County Council
Roscommon,Athlone,John Keogh,Fianna Fáil,sitting,Roscommon County Council
Roscommon,Athlone,Domnick Connolly,Fine Gael,sitting,Roscommon County Council
Roscommon,Boyle,Valerie Byrne,Independent,sitting,Roscommon County Council
Roscommon,Boyle,Leah Cull,Sinn Féin,sitting,Roscommon County Council
Roscommon,Boyle,Micheál Frain,Independent,sitting,Roscommon County Council
Roscommon,Boyle,Sean Moylan,Fianna Fáil,sitting,Roscommon County Council
Roscommon,Boyle,Tom Crosby,Independent,sitting,Roscommon County Council
Roscommon,Boyle,Liam Callaghan,Fine Gael,sitting,Roscommon County Council
Roscommon,Roscommon,Paschal Fitzmaurice,Fianna Fáil,sitting,Roscommon County Council
Roscommon,Roscommon,Marty McDermott,Fianna Fáil,sitting,Roscommon County Council
Roscommon,Roscommon,Nigel Dineen,Independent Ireland,sitting,Roscommon County Council
Roscommon,Roscommon,Larry Brennan,Fianna Fáil,sitting,Roscommon County Council
Sligo,Ballymote – Tubbercurry,Paul Taylor,Fianna Fáil,sitting,Sligo County Council
Sligo,Ballymote – Tubbercurry,Joe Queenan,Independent,sitting,Sligo County Council
Sligo,Ballymote – Tubbercurry,Dara Mulvey,Fine Gael,sitting,Sligo County Council
Sligo,Ballymote – Tubbercurry,Gerard Mullaney,Fine Gael,sitting,Sligo County Council
Sligo,Ballymote – Tubbercurry,Liam Brennan,Fianna Fáil,sitting,Sligo County Council
Sligo,Ballymote – Tubbercurry,Barry Gallagher,Fianna Fáil,sitting,Sligo County Council
Sligo,Sligo – Drumcliff,Thomas Healy,Sinn Féin,sitting,Sligo County Council
Sligo,Sligo – Drumcliff,Edel McSharry,Fianna Fáil,sitting,Sligo County Council
Sligo,Sligo – Drumcliff,Thomas Walsh,Fine Gael,sitting,Sligo County Council
Sligo,Sligo – Drumcliff,Marie Casserly,Independent,sitting,Sligo County Council
Sligo,Sligo – Drumcliff,Dónal Gilroy,Fianna Fáil,sitting,Sligo County Council
Sligo,Sligo– Strandhill,Declan Bree,Independent,sitting,Sligo County Council
Sligo,Sligo– Strandhill,Arthur Gibbons,Sinn Féin,sitting,Sligo County Council
Sligo,Sligo– Strandhill,Fergal Nealon,Fine Gael,sitting,Sligo County Council
Sligo,Sligo– Strandhill,Gino O'Boyle,PBP–Solidarity,sitting,Sligo County Council
Sligo,,Nessa Cosgrove,Labour,sitting,Sligo County Council
Sligo,,Tom MacSharry,Fianna Fáil,sitting,Sligo County Council
Sligo,,Michael Clarke,Independent,sitting,Sligo County Council
South Dublin,Clondalkin,William Carey,Sinn Féin,sitting,South Dublin County Council
South Dublin,Clondalkin,Trevor Gilligan,Fianna Fáil,sitting,South Dublin County Council
South Dublin,Clondalkin,Shirley O'Hara,Fine Gael,sitting,South Dublin County Council
South Dublin,Clondalkin,Eoin Ó Broin,Social Democrats,sitting,South Dublin County Council
South Dublin,Firhouse–Bohernabreena,Alan Edge,Independent,sitting,South Dublin County Council
South Dublin,Firhouse–Bohernabreena,Brian Lawlor,Fine Gael,sitting,South Dublin County Council
South Dublin,Firhouse–Bohernabreena,Emma Murphy,Fianna Fáil,sitting,South Dublin County Council
South Dublin,Firhouse–Bohernabreena,Sarah Barnes,Fine Gael,sitting,South Dublin County Council
South Dublin,Firhouse–Bohernabreena,Róisín Mannion,Sinn Féin,sitting,South Dublin County Council
South Dublin,Lucan,Vicki Casserly,Fine Gael,sitting,South Dublin County Council
South Dublin,Lucan,Liona O'Toole,Independent,sitting,South Dublin County Council
South Dublin,Lucan,Caroline Brady,Fine Gael,sitting,South Dublin County Council
South Dublin,Lucan,Joanna Tuffy,Labour,sitting,South Dublin County Council
South Dublin,Palmerstown – Fonthill,Alan Hayes,Independent,sitting,South Dublin County Council
South Dublin,Rathfarnham – Templeogue,Pamela Kearns,Labour,sitting,South Dublin County Council
South Dublin,Rathfarnham – Templeogue,Ronan McMahon,Independent,sitting,South Dublin County Council
South Dublin,Rathfarnham – Templeogue,Yvonne Collins,Fianna Fáil,sitting,South Dublin County Council
South Dublin,Rathfarnham – Templeogue,Lynn McCrave,Fine Gael,sitting,South Dublin County Council
South Dublin,Rathfarnham – Templeogue,David McManus,Fine Gael,sitting,South Dublin County Council
South Dublin,Rathfarnham – Templeogue,Justin Sinnott,Social Democrats,sitting,South Dublin County Council
South Dublin,Tallaght Central,Mick Duff,Independent,sitting,South Dublin County Council
South Dublin,,Tallaght Central,Fianna Fáil,sitting,South Dublin County Council
South Dublin,Tallaght Central,Britto Pereppadan,Fine Gael,sitting,South Dublin County Council
South Dublin,Tallaght Central,Jess Spear,PBP–Solidarity,sitting,South Dublin County Council
South Dublin,Tallaght Central,Niamh Whelan,Sinn Féin,sitting,South Dublin County Council
South Dublin,,Tallaght South,Independent,sitting,South Dublin County Council
South Dublin,Tallaght South,Baby Pereppaddan,Fine Gael,sitting,South Dublin County Council
South Dublin,Tallaght South,Dermot Richardson,Independent,sitting,South Dublin County Council
South Dublin,Tallaght South,Kay Keane,PBP–Solidarity,sitting,South Dublin County Council
South Dublin,Tallaght South,Louise Dunne,Sinn Féin,sitting,South Dublin County Council
South Dublin,,Paddy Holohan,Independent,sitting,South Dublin County Council
South Dublin,,Shane Moynihan,Fianna Fáil,sitting,South Dublin County Council
South Dublin,,Ciarán Ahern,Labour,sitting,South Dublin County Council
South Dublin,,Paul Gogarty,Independent,sitting,South Dublin County Council
South Dublin,,Teresa Costello,Fianna Fáil,sitting,South Dublin County Council
South Dublin,,Darragh Adelaide,PBP–Solidarity,sitting,South Dublin County Council
South Dublin,,Niamh Fennell,Sinn Féin,sitting,South Dublin County Council
South Dublin,,Francis Timmons,Independent,sitting,South Dublin County Council
South Dublin,Glen Moore,Irish Freedom,Independent,sitting,South Dublin County Council
South Dublin,,Madeleine Johansson,PBP–Solidarity,sitting,South Dublin County Council
Tipperary,Cahir,Máirín McGrath,Independent,sitting,Tipperary County Council
Tipperary,Cahir,Andy Moloney,Independent,sitting,Tipperary County Council
Tipperary,Cahir,Marie Murphy,Fine Gael,sitting,Tipperary County Council
Tipperary,Cahir,Micheál Anglim,Fianna Fáil,sitting,Tipperary County Council
Tipperary,Carrick-on-Suir,David Dunne,Sinn Féin,sitting,Tipperary County Council
Tipperary,Carrick-on-Suir,Michael Brennan,Labour,sitting,Tipperary County Council
Tipperary,Carrick-on-Suir,Kieran Bourke,Fianna Fáil,sitting,Tipperary County Council
Tipperary,Carrick-on-Suir,Mark Fitzgerald,Fine Gael,sitting,Tipperary County Council
Tipperary,Cashel – Tipperary,John O'Heney,Independent,sitting,Tipperary County Council
Tipperary,Cashel – Tipperary,Declan Burgess,Fine Gael,sitting,Tipperary County Council
Tipperary,Cashel – Tipperary,Liam Browne,Independent,sitting,Tipperary County Council
Tipperary,Cashel – Tipperary,Roger Kennedy,Fianna Fáil,sitting,Tipperary County Council
Tipperary,Cashel – Tipperary,Mary Hanna Hourigan,Fine Gael,sitting,Tipperary County Council
Tipperary,Cashel – Tipperary,John Crosse,Fine Gael,sitting,Tipperary County Council
Tipperary,Cashel – Tipperary,Annemarie Ryan,Sinn Féin,sitting,Tipperary County Council
Tipperary,Clonmel,Siobhán Ambrose,Fianna Fáil,sitting,Tipperary County Council
Tipperary,Clonmel,John FitzGerald,Fine Gael,sitting,Tipperary County Council
Tipperary,Clonmel,Richie Molloy,Independent,sitting,Tipperary County Council
Tipperary,Clonmel,Niall Dennehy,Independent,sitting,Tipperary County Council
Tipperary,Nenagh,Joe Hannigan,Independent,sitting,Tipperary County Council
Tipperary,Nenagh,Michael O'Meara,Independent,sitting,Tipperary County Council
Tipperary,Nenagh,Séamus Morris,Independent,sitting,Tipperary County Council
Tipperary,Nenagh,Louise Morgan Walsh,Labour,sitting,Tipperary County Council
Tipperary,Newport,Fiona Bonfield,Labour,sitting,Tipperary County Council
Tipperary,Newport,Pamela Quirke O'Meara,Independent,sitting,Tipperary County Council
Tipperary,Newport,Phyll Bugler,Fine Gael,sitting,Tipperary County Council
Tipperary,Newport,John Carroll,Fianna Fáil,sitting,Tipperary County Council
Tipperary,Roscrea – Templemore,Michael Smith,Fianna Fáil,sitting,Tipperary County Council
Tipperary,Roscrea – Templemore,Shane Lee,Independent,sitting,Tipperary County Council
Tipperary,Roscrea – Templemore,Eddie Moran,Independent,sitting,Tipperary County Council
Tipperary,Roscrea – Templemore,William Kennedy,Fine Gael,sitting,Tipperary County Council
Tipperary,Thurles,Jim Ryan,Independent,sitting,Tipperary County Council
Tipperary,Thurles,Micheál Lowry,Independent,sitting,Tipperary County Council
Tipperary,Thurles,Seán Ryan,Fianna Fáil,sitting,Tipperary County Council
Tipperary,Thurles,Kay Cahill Skehan,Fianna Fáil,sitting,Tipperary County Council
Tipperary,Thurles,Peggy Ryan,Fine Gael,sitting,Tipperary County Council
Tipperary,,Ryan O'Meara,Fianna Fáil,sitting,Tipperary County Council
Tipperary,,Michael Murphy,Fine Gael,sitting,Tipperary County Council
Tipperary,,Imelda Goldsboro,Fianna Fáil,sitting,Tipperary County Council
Waterford,Dungarvan,Damien Geoghegan,Fine Gael,sitting,Waterford City and County Council
Waterford,Dungarvan,Tom Cronin,Fianna Fáil,sitting,Waterford City and County Council
Waterford,Dungarvan,Pat Nugent,Fine Gael,sitting,Waterford City and County Council
Waterford,Dungarvan,Thomas Phelan,Labour,sitting,Waterford City and County Council
Waterford,Dungarvan,Joe O'Riordan,Independent,sitting,Waterford City and County Council
Waterford,Lismore,John Pratt,Labour,sitting,Waterford City and County Council
Waterford,Lismore,Niamh O'Donovan,Fine Gael,sitting,Waterford City and County Council
Waterford,Lismore,Donnchadh Mulcahy,Sinn Féin,sitting,Waterford City and County Council
Waterford,Portlaw – Kilmacthomas,Liam Brazil,Fine Gael,sitting,Waterford City and County Council
Waterford,Portlaw – Kilmacthomas,Seánie Power,Fine Gael,sitting,Waterford City and County Council
Waterford,Portlaw – Kilmacthomas,John O'Leary,Fianna Fáil,sitting,Waterford City and County Council
Waterford,Portlaw – Kilmacthomas,Declan Clune,Independent,sitting,Waterford City and County Council
Waterford,Portlaw – Kilmacthomas,Catherine Burke,Sinn Féin,sitting,Waterford City and County Council
Waterford,Tramore – Waterford City West,Lola O'Sullivan,Fine Gael,sitting,Waterford City and County Council
Waterford,Tramore – Waterford City West,Joe Kelly,Independent,sitting,Waterford City and County Council
Waterford,Tramore – Waterford City West,Blaise Hannigan,Independent,sitting,Waterford City and County Council
Waterford,Tramore – Waterford City West,Jim Griffin,Sinn Féin,sitting,Waterford City and County Council
Waterford,Tramore – Waterford City West,Éamon Quinlan,Fianna Fáil,sitting,Waterford City and County Council
Waterford,Waterford City East,David Daniels,Independent,sitting,Waterford City and County Council
Waterford,Waterford City East,Declan Barry,Independent,sitting,Waterford City and County Council
Waterford,Waterford City East,Pat Fitzgerald,Sinn Féin,sitting,Waterford City and County Council
Waterford,Waterford City East,Adam Wyse,Fianna Fáil,sitting,Waterford City and County Council
Waterford,Waterford City East,Jim D'arcy,Fine Gael,sitting,Waterford City and County Council
Waterford,Waterford City East,Mary Roche,Social Democrats,sitting,Waterford City and County Council
Waterford,Waterford City South,Donal Barry,Independent,sitting,Waterford City and County Council
Waterford,Waterford City South,John Hearne,Sinn Féin,sitting,Waterford City and County Council
Waterford,Waterford City South,Jason Murphy,Fianna Fáil,sitting,Waterford City and County Council
Waterford,Waterford City South,Joeanne Bailey,Sinn Féin,sitting,Waterford City and County Council
Waterford,Waterford City South,Frank Quinlan,Fine Gael,sitting,Waterford City and County Council
Waterford,Waterford City South,Séamus Ryan,Labour,sitting,Waterford City and County Council
Waterford,,Conor D. McGuinness,Sinn Féin,sitting,Waterford City and County Council
Waterford,,Joe Conway,Independent,sitting,Waterford City and County Council
Westmeath,Athlone,Frankie Keena,Fianna Fáil,sitting,Westmeath County Council
Westmeath,Athlone,Aengus O'Rourke,Fianna Fáil,sitting,Westmeath County Council
Westmeath,Athlone,John Dolan,Fine Gael,sitting,Westmeath County Council
Westmeath,Athlone,Paul Hogan,Independent Ireland,sitting,Westmeath County Council
Westmeath,Kinnegad,Denis Leonard,Labour,sitting,Westmeath County Council
Westmeath,Kinnegad,Alfie Devine,Fianna Fáil,sitting,Westmeath County Council
Westmeath,Kinnegad,David Jones,Sinn Féin,sitting,Westmeath County Council
Westmeath,Kinnegad,Niall Gaffney,Fianna Fáil,sitting,Westmeath County Council
Westmeath,Kinnegad,Emily Wallace,Fine Gael,sitting,Westmeath County Council
Westmeath,Moate,Tom Farrell,Fine Gael,sitting,Westmeath County Council
Westmeath,Moate,Vinny McCormack,Fianna Fáil,sitting,Westmeath County Council
Westmeath,Moate,Liam McDaniel,Fianna Fáil,sitting,Westmeath County Council
Westmeath,Moate,Johnnie Penrose,Labour,sitting,Westmeath County Council
Westmeath,Mullingar,Mick Dollard,Independent,sitting,Westmeath County Council
Westmeath,Mullingar,Ken Glynn,Fianna Fáil,sitting,Westmeath County Council
Westmeath,Mullingar,Aoife Davitt,Fianna Fáil,sitting,Westmeath County Council
Westmeath,Mullingar,Andrew Duncan,Fine Gael,sitting,Westmeath County Council
Westmeath,Mullingar,Bill Collentine,Fianna Fáil,sitting,Westmeath County Council
Westmeath,Mullingar,Julie McCourt,Sinn Féin,sitting,Westmeath County Council
Wexford,Enniscorthy,Aidan Browne,Fianna Fáil,sitting,Wexford County Council
Wexford,Enniscorthy,Barbara-Anne Murphy,Fianna Fáil,sitting,Wexford County Council
Wexford,Enniscorthy,John O'Rourke,Independent,sitting,Wexford County Council
Wexford,Enniscorthy,Jackser Owens,Independent,sitting,Wexford County Council
Wexford,Enniscorthy,Pat Kehoe,Fine Gael,sitting,Wexford County Council
Wexford,Gorey,Donal Kenny,Fianna Fáil,sitting,Wexford County Council
Wexford,Gorey,Joe Sullivan,Fianna Fáil,sitting,Wexford County Council
Wexford,Gorey,Darragh McDonald,Fine Gael,sitting,Wexford County Council
Wexford,Gorey,Anthony Donohoe,Fine Gael,sitting,Wexford County Council
Wexford,Kilmuckridge,Mary Farrell,Independent,sitting,Wexford County Council
Wexford,Kilmuckridge,Pip Breen,Fianna Fáil,sitting,Wexford County Council
Wexford,Kilmuckridge,Oliver Walsh,Fine Gael,sitting,Wexford County Council
Wexford,,New Ross,Fianna Fáil,sitting,Wexford County Council
Wexford,New Ross,John Fleming,Fianna Fáil,sitting,Wexford County Council
Wexford,New Ross,Bridín Murphy,Fine Gael,sitting,Wexford County Council
Wexford,New Ross,John Dwyer,Independent,sitting,Wexford County Council
Wexford,Rosslare,Jim Codd,Aontú,sitting,Wexford County Council
Wexford,Rosslare,Ger Carthy,Independent,sitting,Wexford County Council
Wexford,Rosslare,Frank Staples,Fine Gael,sitting,Wexford County Council
Wexford,Rosslare,Lisa McDonald,Fianna Fáil,sitting,Wexford County Council
Wexford,Rosslare,Aoife Rose O'Brien,Sinn Féin,sitting,Wexford County Council
Wexford,Wexford,Robbie Staples,Fine Gael,sitting,Wexford County Council
Wexford,Wexford,Garry Laffan,Fianna Fáil,sitting,Wexford County Council
Wexford,Wexford,Leonard Kelly,Independent,sitting,Wexford County Council
Wexford,Wexford,Tom Forde,Sinn Féin,sitting,Wexford County Council
Wexford,Wexford,Catherine Walsh,Labour,sitting,Wexford County Council
Wexford,,Fionntán Ó Súilleabháin,Sinn Féin,sitting,Wexford County Council
Wexford,,George Lawlor,Labour,sitting,Wexford County Council
Wexford,,Cathal Byrne,Fine Gael,sitting,Wexford County Council
Wicklow,Arklow,Pat Kennedy,Fianna Fáil,sitting,Wicklow County Council
Wicklow,Arklow,Peir Leonard,Independent,sitting,Wicklow County Council
Wicklow,Arklow,Sylvester Bourke,Fine Gael,sitting,Wicklow County Council
Wicklow,Arklow,Pat Fitzgerald,Fianna Fáil,sitting,Wicklow County Council
Wicklow,Arklow,Miriam Murphy,Independent,sitting,Wicklow County Council
Wicklow,Arklow,Warren O'Toole,Sinn Féin,sitting,Wicklow County Council
Wicklow,Baltinglass,Gerry O'Neill,Independent,sitting,Wicklow County Council
Wicklow,Baltinglass,Peter Stapleton,Fine Gael,sitting,Wicklow County Council
Wicklow,Baltinglass,Avril Cronin,Fine Gael,sitting,Wicklow County Council
Wicklow,Baltinglass,Patsy Glennon,Fianna Fáil,sitting,Wicklow County Council
Wicklow,Baltinglass,Jason Mulhall,Independent,sitting,Wicklow County Council
Wicklow,,Bray East,Fine Gael,sitting,Wicklow County Council
Wicklow,Bray East,Ian Neary,Independent Ireland,sitting,Wicklow County Council
Wicklow,Bray East,Malachaí Duddy,Independent,sitting,Wicklow County Council
Wicklow,Bray West,Joe Behan,Independent,sitting,Wicklow County Council
Wicklow,Bray West,Melanie Corrigan,Fine Gael,sitting,Wicklow County Council
Wicklow,,Bray West,Sinn Féin,sitting,Wicklow County Council
Wicklow,Bray West,Caroline Winstanley,Social Democrats,sitting,Wicklow County Council
Wicklow,Greystones,Stephen Stokes,Independent,sitting,Wicklow County Council
Wicklow,Greystones,Tom Fortune,Independent,sitting,Wicklow County Council
Wicklow,Greystones,Louise Fenelon Gaskin,Fine Gael,sitting,Wicklow County Council
Wicklow,Greystones,Orla Finn,Independent,sitting,Wicklow County Council
Wicklow,Greystones,Mark Barry,Social Democrats,sitting,Wicklow County Council
Wicklow,Wicklow,John Snell,Independent,sitting,Wicklow County Council
Wicklow,Wicklow,Danny Alvey,Social Democrats,sitting,Wicklow County Council
Wicklow,Wicklow,Gail Dunne,Fianna Fáil,sitting,Wicklow County Council
Wicklow,Wicklow,Shane Langrell,Fine Gael,sitting,Wicklow County Council
Wicklow,Wicklow,Paul O'Brien,Labour,sitting,Wicklow County Council
Wicklow,Wicklow,Graham Richmond,Fine Gael,sitting,Wicklow County Council
Wicklow,,Edward Timmins,Fine Gael,sitting,Wicklow County Council
Wicklow,,Aoife Flynn Kennedy,Fine Gael,sitting,Wicklow County Council
Wicklow,,Dermot O'Brien,Sinn Féin,sitting,Wicklow County Council
